epoch,acc,loss,val_acc,val_loss
46,0.91875,0.21736290514469148,0.92375,0.198445902466774
47,0.9215625,0.21603793278336525,0.9225,0.19634114235639571
48,0.9178125,0.21622590206563472,0.9125,0.21726873099803926
49,0.92,0.2172070773690939,0.923125,0.20166594177484512
50,0.92296875,0.21129006922245025,0.92875,0.19239873588085174
51,0.92265625,0.21027200661599635,0.93,0.19101433485746383
52,0.9253125,0.20425211563706397,0.93125,0.18407247573137284
53,0.9296875,0.20204081624746323,0.93625,0.1811637070775032
54,0.93421875,0.19398921065032482,0.940625,0.1745682868361473
55,0.9390625,0.187347651720047,0.945,0.17072127163410186
56,0.9425,0.18114045716822147,0.945,0.16161252290010453
57,0.94625,0.1788964243233204,0.949375,0.1589857292175293
58,0.94921875,0.17095502015203237,0.950625,0.15365433141589166
59,0.95125,0.16831525776535272,0.953125,0.1595255310833454
60,0.95234375,0.1645570295676589,0.9525,0.15041046500205993
61,0.95375,0.16045476872473954,0.953125,0.15121700555086137
62,0.9540625,0.15939462676644325,0.95375,0.1448901827633381
63,0.95515625,0.1555276058986783,0.95625,0.1449366295337677
64,0.9575,0.15413673613220452,0.955625,0.14326156839728355
65,0.954375,0.1556084632501006,0.955625,0.1404857036471367
66,0.9578125,0.15171880170702934,0.95375,0.14693401485681534
67,0.95953125,0.14979774005711077,0.95875,0.14306364312767983
68,0.9578125,0.151853493899107,0.95875,0.14180298164486885
69,0.96046875,0.14526262067258358,0.95875,0.14801956534385682
70,0.95984375,0.14610057920217515,0.958125,0.1412407061457634
71,0.95875,0.1471597911603749,0.9575,0.1428358043730259
72,0.9596875,0.14604744885116816,0.95625,0.1482562592625618
73,0.9603125,0.143313888348639,0.96,0.13941725984215736
74,0.96203125,0.14452997423708439,0.958125,0.14197360157966613
75,0.95984375,0.1440689566731453,0.959375,0.14203939273953436
76,0.96078125,0.14384392883628608,0.949375,0.14992748200893402
77,0.959375,0.1481596588715911,0.954375,0.14453246250748633
78,0.95875,0.1490471176430583,0.950625,0.14946186244487764
79,0.96125,0.14504451744258404,0.958125,0.14189369529485701
80,0.95875,0.1457259458862245,0.95,0.14953835368156432
81,0.96015625,0.1439228219166398,0.95625,0.143895044028759
82,0.961875,0.14304147994145752,0.958125,0.14235352486371994
83,0.96109375,0.1427514581941068,0.95875,0.14090163737535477
84,0.96203125,0.14237237067893146,0.96125,0.13923292204737664
85,0.960625,0.14226528162136673,0.96,0.1386477118730545
86,0.96109375,0.14300290755927564,0.96125,0.14992698058485984
87,0.96140625,0.14332441158592701,0.958125,0.13966426625847816
88,0.96109375,0.1412804876640439,0.96125,0.14517244189977646
89,0.961875,0.1421752217784524,0.955,0.1377416230738163
90,0.96125,0.14209395177662373,0.9575,0.15134139567613603
91,0.9596875,0.14525543600320817,0.958125,0.14025706991553308
92,0.96125,0.14197915278375148,0.96,0.14212613314390182
93,0.96078125,0.14372882410883903,0.958125,0.13823666527867318
94,0.96046875,0.1436335483379662,0.9625,0.1411055725812912
95,0.9628125,0.13909051705151795,0.95875,0.13724321879446508
96,0.96203125,0.14264650464057924,0.96125,0.14106713637709617
97,0.96125,0.14067529456689953,0.96125,0.1379012255370617
98,0.96140625,0.14031024161726235,0.955,0.14267961502075197
99,0.9603125,0.14606236938387154,0.954375,0.1560573311150074
100,0.9571875,0.14602954572066665,0.960625,0.15231231570243836
101,0.96125,0.13989203820005058,0.95875,0.14039799332618713
102,0.96296875,0.13790649995207788,0.959375,0.13808178320527076
103,0.963125,0.1387611579336226,0.96,0.13486702725291252
104,0.9625,0.13880780903622508,0.95875,0.1349472224712372
105,0.96140625,0.1386113239452243,0.958125,0.14227035135030747
106,0.9628125,0.13854182727634906,0.9625,0.14247352614998818
107,0.9584375,0.14234633268788457,0.96,0.149345470815897
108,0.963125,0.13924416583031415,0.95875,0.13801850974559784
109,0.9628125,0.1402410559542477,0.954375,0.13638298869132995
110,0.96296875,0.1399266392365098,0.95375,0.15033879414200782
111,0.95890625,0.14748732775449752,0.961875,0.1357148629426956
112,0.96296875,0.13827682552859188,0.960625,0.1442215668410063
113,0.9628125,0.1376732226088643,0.959375,0.13411404982209205
114,0.963125,0.13726987306028604,0.960625,0.13376247726380824
115,0.963125,0.13820079680532216,0.95875,0.13490390852093698
116,0.96171875,0.14023801039904357,0.96125,0.13986377626657487
117,0.9625,0.13954651031643153,0.959375,0.13778235852718354
118,0.96,0.14020647704601288,0.960625,0.14950400054454804
119,0.9628125,0.13847028324380517,0.959375,0.14051245518028735
120,0.96234375,0.13610502295196056,0.958125,0.13725881397724152
121,0.9634375,0.1372429702989757,0.96125,0.13401930436491966
122,0.96296875,0.13765968143939972,0.960625,0.13371482484042643
123,0.96359375,0.13616403872147204,0.9625,0.13530475720763208
124,0.96296875,0.1388826696574688,0.9625,0.13687309704720974
125,0.9621875,0.13794990543276073,0.9575,0.13796226978302
126,0.9625,0.13613708470016717,0.959375,0.13372635826468468
127,0.961875,0.1372819558531046,0.963125,0.1366482210159302
128,0.96390625,0.1366921560280025,0.961875,0.13762024730443956
129,0.9625,0.1366985933855176,0.96,0.1409661665558815
130,0.9621875,0.1361410272307694,0.9625,0.13915220007300377
131,0.96421875,0.1379259627684951,0.9625,0.13562440499663353
132,0.96140625,0.1371416327357292,0.961875,0.13390145473182202
133,0.9615625,0.1372768784314394,0.96375,0.13522948801517487
134,0.9628125,0.13518702238798141,0.961875,0.14674631327390672
135,0.9615625,0.135808379445225,0.9625,0.13860717676579953
136,0.96484375,0.13524500656872987,0.960625,0.13560013413429262
137,0.96296875,0.13515374947339295,0.96125,0.14534510672092438
138,0.96125,0.13799437204375864,0.96125,0.13517776548862456
139,0.96296875,0.13485270343720912,0.9625,0.13252795428037645
140,0.9634375,0.13322189059108497,0.96125,0.13280830964446066
141,0.9653125,0.1333548601716757,0.9625,0.1388720255345106
142,0.964375,0.13342913273721935,0.963125,0.13723593562841416
143,0.96390625,0.13413084926083685,0.961875,0.14117057770490646
144,0.96375,0.13276296267285942,0.959375,0.14396442487835884
145,0.96296875,0.13409281296655537,0.963125,0.14039151892066
146,0.96140625,0.13730644963681699,0.964375,0.1335667310655117
147,0.964375,0.13253021329641343,0.963125,0.14064216323196888
148,0.96265625,0.13630025880411267,0.961875,0.13271624431014062
149,0.96203125,0.13727159982547163,0.9625,0.14249227195978165
150,0.96359375,0.13387478962540628,0.961875,0.14484149768948554
151,0.9646875,0.1356440392509103,0.955,0.1391049727797508
152,0.9628125,0.1368478187918663,0.961875,0.14577278837561608
153,0.9640625,0.13432746902108192,0.963125,0.129684784039855
154,0.9634375,0.13322588425129653,0.96375,0.13094733282923698
155,0.963125,0.1333586764149368,0.96375,0.13576112978160382
156,0.96546875,0.13266897432506083,0.964375,0.13818792313337325
157,0.965625,0.13044479625299574,0.959375,0.14019641540944577
158,0.96328125,0.13378137545660138,0.96625,0.13232273042201995
159,0.964375,0.13462709939107298,0.95875,0.1462204298377037
160,0.9640625,0.13263776637613772,0.965,0.13241509407758711
161,0.964375,0.13134977020323277,0.965625,0.13016466319561004
162,0.96390625,0.13227266427129508,0.965,0.1335037814080715
163,0.9634375,0.13302872708067298,0.963125,0.1373330160975456
164,0.963125,0.13244087774306534,0.964375,0.12945261664688587
165,0.96390625,0.13039816854521633,0.965625,0.1335147139430046
166,0.96421875,0.13160927057266236,0.96375,0.1348700328171253
167,0.964375,0.13196666460484266,0.96125,0.1460256977379322
168,0.9634375,0.1354969759657979,0.963125,0.13726589545607568
169,0.96421875,0.1306227520480752,0.965625,0.13113989017903804
170,0.96421875,0.132278870344162,0.9625,0.13921273335814477
171,0.9653125,0.13119639918208123,0.958125,0.14168496251106263
172,0.9628125,0.13551446802914144,0.96375,0.13005031540989875
173,0.9640625,0.13232200589030982,0.96625,0.13088182091712952
174,0.964375,0.13142784049734474,0.9575,0.1374947613477707
175,0.965,0.13178883293643595,0.965625,0.13009210750460626
176,0.9646875,0.13086080523207783,0.964375,0.13146552845835685
177,0.9646875,0.13117018051445484,0.965,0.1301240024715662
178,0.96609375,0.1310928539931774,0.965,0.13415589660406113
179,0.96421875,0.13349365524947643,0.965,0.1319021014124155
180,0.9640625,0.13089995007961988,0.965,0.13458488494157791
181,0.96453125,0.1332737865112722,0.965,0.13115319237113
182,0.9653125,0.13166739808395506,0.96125,0.13366988196969032
183,0.96421875,0.1312968009337783,0.965625,0.12852011293172835
184,0.9653125,0.13271737897768618,0.964375,0.12982172049582005
185,0.96515625,0.12925269512459636,0.965625,0.1294914096593857
186,0.96484375,0.13168199434876443,0.965625,0.1306927926838398
187,0.964375,0.13223731145262718,0.965,0.1322428634762764
188,0.96375,0.13210454024374485,0.960625,0.13427966713905334
189,0.96375,0.1315829328261316,0.96375,0.13202544912695885
190,0.9634375,0.13357715914025903,0.9625,0.13985657550394534
191,0.964375,0.13276833783835174,0.965625,0.12922303676605223
192,0.9653125,0.12971877798438072,0.966875,0.12684790477156638
193,0.9646875,0.1313709618151188,0.965625,0.13053161054849624
194,0.96453125,0.1306800278648734,0.965,0.130441367700696
195,0.96546875,0.13057745426893233,0.965625,0.13193939834833146
196,0.9646875,0.13112719252705574,0.965625,0.12865265533328057
197,0.96421875,0.13039254318922758,0.96625,0.13082413852214814
198,0.965625,0.12953436555340886,0.9675,0.13241182252764702
199,0.96546875,0.12931382585316897,0.965625,0.12883085660636426
200,0.96546875,0.12886545311659575,0.96625,0.1303383471816778
201,0.9653125,0.12945243790745736,0.966875,0.12764504097402096
202,0.96453125,0.1324345617182553,0.96625,0.1303427781164646
203,0.96671875,0.12846907729282975,0.96625,0.1272179714590311
204,0.9625,0.13336777787655593,0.961875,0.13891084283590316
205,0.96515625,0.1302356449328363,0.964375,0.13210951998829842
206,0.96484375,0.13032138258218764,0.966875,0.13343949466943741
207,0.9665625,0.128918510787189,0.965,0.13058761961758136
208,0.96375,0.13060712419450282,0.965,0.13039588123559953
209,0.9625,0.13292543714866042,0.965,0.13045286133885384
210,0.9634375,0.12950528595596553,0.965,0.12996437206864356
211,0.96296875,0.13106914395466446,0.965,0.1337832623720169
212,0.96546875,0.1287536132708192,0.964375,0.1294473335146904
213,0.96546875,0.12977779058739544,0.965,0.1284107279777527
214,0.965625,0.12917882842943074,0.964375,0.13860784202814103
215,0.9653125,0.13072947992011905,0.966875,0.12791268184781074
216,0.96453125,0.13360411068424582,0.965,0.13373440451920032
217,0.96546875,0.1296574892103672,0.9675,0.12836481615900994
218,0.96453125,0.13089121073484422,0.965,0.13158163785934449
219,0.96609375,0.12869386529549956,0.966875,0.1288580796122551
220,0.9634375,0.13026598729193212,0.96125,0.13332357451319696
221,0.9659375,0.13065606705844401,0.968125,0.12910841688513755
222,0.965,0.12888645399361848,0.96625,0.12758029565215112
223,0.9646875,0.13063388351351024,0.963125,0.13270592764019967
224,0.9646875,0.12943675028160215,0.9625,0.1359097346663475
225,0.965625,0.1302665322832763,0.960625,0.14078314676880838
226,0.96546875,0.12881789911538363,0.9675,0.12786302626132964
227,0.96609375,0.129340740442276,0.964375,0.1330969312787056
228,0.96359375,0.12894182378426194,0.966875,0.1308486595749855
229,0.9634375,0.1324667125567794,0.964375,0.13548232808709146
230,0.96515625,0.1289558269456029,0.9675,0.12779390797019005
231,0.96625,0.12765055952593685,0.968125,0.1294791342318058
232,0.96546875,0.1289391932822764,0.96625,0.12812207356095315
233,0.96578125,0.1308270665258169,0.96625,0.13385025821626187
234,0.9653125,0.1292845127172768,0.965625,0.1318651058524847
235,0.9659375,0.12913986532017588,0.965625,0.1317771051824093
236,0.96375,0.1298238167911768,0.96625,0.12878755562007427
237,0.96484375,0.12860372414812446,0.964375,0.13165478460490704
238,0.96640625,0.1277840320393443,0.9675,0.12846560455858708
239,0.96390625,0.12919368656352162,0.965625,0.13312175169587134
240,0.96703125,0.12755457170307635,0.964375,0.13295610889792442
241,0.96546875,0.12805013483390212,0.968125,0.129971461892128
242,0.96609375,0.1277351007796824,0.963125,0.13673381477594376
243,0.965,0.12835310652852058,0.964375,0.1361655703186989
244,0.96515625,0.13044123912230135,0.964375,0.13290901735424995
245,0.96421875,0.13109874818474054,0.96625,0.1281782016158104
246,0.965625,0.1268079835548997,0.965625,0.13331116892397404
247,0.9665625,0.12801622467115523,0.965625,0.13326877012848853
248,0.965,0.12837872918695212,0.963125,0.145146254748106
249,0.96640625,0.12903302226215602,0.965,0.1306956149637699
250,0.96546875,0.12767279705032705,0.965625,0.13296300522983073
251,0.9646875,0.13097170410677791,0.968125,0.12937947735190392
252,0.9646875,0.1287988745048642,0.96625,0.12919717334210873
253,0.96640625,0.12787328716367483,0.96625,0.12730666607618332
254,0.96515625,0.12852739728987217,0.96625,0.13009972348809243
255,0.9646875,0.12834793807938694,0.966875,0.1300589369982481
256,0.96609375,0.12642175821587442,0.965,0.12949239134788512
257,0.96640625,0.12670026276260615,0.966875,0.13025253891944885
258,0.96546875,0.12755979903042317,0.968125,0.13063118621706962
259,0.9646875,0.12906769149005412,0.96625,0.12976460233330728
260,0.965625,0.12892937289550901,0.966875,0.13054482534527778
261,0.965625,0.1278053018078208,0.966875,0.1322783797979355
262,0.96578125,0.12585878845304252,0.958125,0.13740372121334077
263,0.96546875,0.12876010345295072,0.965625,0.13297716096043588
264,0.96625,0.12868845829740166,0.96875,0.12660519041121007
265,0.96515625,0.12764173299074172,0.96375,0.12955291122198104
266,0.96484375,0.1281714806891978,0.960625,0.13835306689143181
267,0.96375,0.1305253793671727,0.965625,0.13549629345536232
268,0.96609375,0.12731719676405193,0.96625,0.12892568618059158
269,0.96578125,0.12899490151554346,0.961875,0.13209961116313934
270,0.9653125,0.1277892493084073,0.96625,0.1319429425895214
271,0.9659375,0.1291752463951707,0.965625,0.13060997150838374
272,0.96734375,0.12496195590123534,0.965625,0.13010741859674455
273,0.96640625,0.12576211946085095,0.9675,0.1294979377090931
274,0.96578125,0.12626797275617718,0.96625,0.13058994621038436
275,0.96703125,0.1243694726191461,0.965625,0.1369744957983494
276,0.96578125,0.127040941324085,0.9675,0.12808314055204392
277,0.96546875,0.1274650269933045,0.964375,0.13737863585352897
278,0.965625,0.12868070801720022,0.9675,0.12724997475743294
279,0.9665625,0.1255159336514771,0.9675,0.12920880690217018
280,0.96609375,0.12570660887286067,0.968125,0.12837484456598758
281,0.96671875,0.12502549204975366,0.965625,0.12864988967776297
282,0.96453125,0.12705179696902633,0.965,0.12998757660388946
283,0.965,0.12453697128221393,0.9675,0.1296510601043701
284,0.96546875,0.1269199264422059,0.966875,0.13222892165184022
285,0.96671875,0.1253477942943573,0.965,0.13085274577140807
286,0.96609375,0.12479992762207985,0.965625,0.13454892382025718
287,0.96640625,0.1273357357829809,0.965625,0.1303102956712246
288,0.965625,0.12511127769947053,0.965625,0.12912733659148215
289,0.966875,0.12493512308225035,0.9625,0.13243101820349693
290,0.96625,0.1244074210524559,0.9675,0.1283926124870777
291,0.96625,0.12529254510998725,0.968125,0.12735542252659798
292,0.965625,0.12426943829283119,0.968125,0.12731201246380805
293,0.96578125,0.12482305021956563,0.968125,0.12766993179917335
294,0.9665625,0.12364742228761315,0.96375,0.144156494140625
295,0.96578125,0.1243735539726913,0.966875,0.12626170977950096
296,0.965625,0.12460308190435171,0.965,0.1313808585703373
297,0.96640625,0.12372785829007625,0.96375,0.13259374856948852
298,0.96640625,0.12460972234606743,0.96625,0.13149032786488532
299,0.96703125,0.12354911061003804,0.9675,0.12672786340117453
