epoch,acc,loss,val_acc,val_loss
0,0.764375,0.6920467001199723,0.7625,0.6909909391403198
1,0.764375,0.6897900611162185,0.7625,0.6885448098182678
2,0.764375,0.6871998190879822,0.7625,0.6858751273155212
3,0.764375,0.6843588131666184,0.7625,0.6828406977653504
4,0.764375,0.6810481226444245,0.7625,0.6794057631492615
5,0.764375,0.6774181634187698,0.7625,0.6755097150802613
6,0.764375,0.6732487761974335,0.7625,0.6709969472885132
7,0.764375,0.668292766213417,0.7625,0.6656658697128296
8,0.764375,0.6625488913059234,0.7625,0.6595562171936035
9,0.764375,0.6557293438911438,0.7625,0.6521817922592164
10,0.764375,0.6478763210773468,0.7625,0.6439407873153686
11,0.764375,0.6389622420072556,0.7625,0.6344263076782226
12,0.764375,0.6285727477073669,0.7625,0.6236114907264709
13,0.764375,0.6169248420000076,0.7625,0.6108792185783386
14,0.764375,0.6030914497375488,0.7625,0.5963573050498963
15,0.764375,0.5874738830327988,0.7625,0.579339189529419
16,0.764375,0.568744665980339,0.7625,0.559176173210144
17,0.764375,0.5471583464741707,0.7625,0.5366936326026917
18,0.764375,0.5239496400952339,0.7625,0.512712334394455
19,0.764375,0.4974630787968636,0.7625,0.4838978624343872
20,0.764375,0.46651191025972366,0.7625,0.4508195197582245
21,0.764375,0.4312021619081497,0.7625,0.4135705924034119
22,0.85515625,0.3921890404820442,0.975,0.37371744751930236
23,0.9775,0.35120752930641175,0.975,0.331732884645462
24,0.9775,0.30853817403316497,0.975,0.2895546901226044
25,0.9775,0.26785971105098727,0.975,0.25000286519527437
26,0.98484375,0.22912033528089523,0.985,0.21245006322860718
27,0.9865625,0.1935158558189869,0.985,0.17893124043941497
28,0.9865625,0.16276113338768483,0.985,0.1504855901002884
29,0.9865625,0.13656832002103328,0.985,0.1264304691553116
30,0.9865625,0.1149007534980774,0.985,0.10659544974565506
31,0.9865625,0.0974013490974903,0.985,0.09063144624233246
32,0.9865625,0.0835588750988245,0.985,0.07807844623923302
33,0.9865625,0.07276050932705402,0.985,0.0680241921544075
34,0.9865625,0.0641796999797225,0.985,0.05971979424357414
35,0.9865625,0.057164280377328396,0.985,0.052764136865735056
36,0.9865625,0.05141492325812578,0.985,0.04680618904531002
37,0.9865625,0.04660117683932185,0.985,0.041653812676668164
38,0.9865625,0.04241969676688313,0.985,0.036916660740971566
39,0.9865625,0.03875435726717114,0.985,0.03261794053018093
40,0.9865625,0.03558914819732308,0.985,0.02905050426721573
41,0.9925,0.03319300474599004,0.9975,0.02658356077969074
42,0.99578125,0.03139676781371236,0.9975,0.024477729722857475
43,0.99578125,0.029927522125653923,0.9975,0.02279908249154687
44,0.99578125,0.028758746120147408,0.9975,0.021520023457705973
45,0.99578125,0.027818187214434145,0.9975,0.020391464754939078
46,0.99578125,0.027035380774177612,0.9975,0.01948914263397455
47,0.99578125,0.026461594407446682,0.9975,0.018956045620143414
48,0.99578125,0.026049256855621934,0.9975,0.01845895566046238
49,0.99578125,0.0256654532905668,0.9975,0.017991274241358043
50,0.9959375,0.025309535120613874,0.9975,0.017576321084052323
51,0.99640625,0.02499705795198679,0.9975,0.017221894785761832
52,0.99640625,0.024728387114591896,0.9975,0.016884155627340077
53,0.99640625,0.0244808340491727,0.9975,0.01660361435264349
54,0.99640625,0.02426366103347391,0.9975,0.016333515662699936
55,0.99640625,0.02406277518719435,0.9975,0.016103764083236456
56,0.99640625,0.02388874237658456,0.9975,0.01588925242424011
57,0.99640625,0.02372641296358779,0.9975,0.015686570601537823
58,0.99640625,0.023575979506131262,0.9975,0.015514969564974309
59,0.99640625,0.023439311862457544,0.9975,0.015357623901218176
60,0.99640625,0.023319336618296802,0.9975,0.015227505648508667
61,0.99640625,0.023216808473225683,0.9975,0.0151044060010463
62,0.99640625,0.02311429746216163,0.9975,0.014981372775509953
63,0.99640625,0.023017104805912823,0.9975,0.01485983190126717
64,0.99640625,0.02291773273376748,0.9975,0.014749854691326619
